customer_id,total_transactions,purchase_count,days_as_customer,days_since_last_purchase,total_spent
CUST-ACT-04845,117,117,742,128,9181.98
CUST-ACT-04846,93,93,50,80,29997.45
CUST-ACT-04847,15,15,504,136,20630.08
CUST-ACT-04848,5,5,333,30,9407.21
CUST-ACT-04849,137,137,55,10,43494.77
CUST-ACT-04850,101,101,763,1,15971.88
CUST-ACT-04851,113,113,155,179,68991.52
CUST-ACT-04852,132,132,49,98,63307.14
CUST-ACT-04853,68,68,760,9,8290.44
CUST-ACT-04854,143,143,91,145,39495.19
CUST-ACT-04855,149,149,217,6,52966.17
CUST-ACT-04856,100,100,960,148,5206.57
CUST-ACT-04857,142,142,41,134,34837.87
CUST-ACT-04858,114,114,226,179,60872.87
CUST-ACT-04859,44,44,799,75,3748.6
CUST-ACT-04860,110,110,544,116,43759.64
CUST-ACT-04861,25,25,937,37,13645.57
CUST-ACT-04862,117,117,388,177,29789.81
CUST-ACT-04863,27,27,85,168,8972.81
CUST-ACT-04864,68,68,295,54,25792.82
CUST-ACT-04865,38,38,307,86,52684.89
CUST-ACT-04866,57,57,978,155,60223.94
CUST-ACT-04867,14,14,45,102,3860.59
CUST-ACT-04868,74,74,520,58,34924.84
CUST-ACT-04869,57,57,817,107,5967.24
CUST-ACT-04870,60,60,971,97,17611.86
CUST-ACT-04871,144,144,671,141,65440.72
CUST-ACT-04872,34,34,66,129,38059.43
CUST-ACT-04873,92,92,909,59,32963.05
CUST-ACT-04874,124,124,686,104,63338.34
CUST-ACT-04875,42,42,174,126,37635.69
CUST-ACT-04876,64,64,257,82,42779.01
CUST-ACT-04877,1,1,79,49,22783.19
CUST-ACT-04878,134,134,943,157,9579.64
CUST-ACT-04879,101,101,378,70,17886.0
CUST-ACT-04880,39,39,282,104,39677.98
CUST-ACT-04881,44,44,424,118,68214.01
CUST-ACT-04882,61,61,302,115,1004.43
CUST-ACT-04883,95,95,746,79,39631.18
CUST-ACT-04884,146,146,164,66,40481.69
CUST-ACT-04885,85,85,481,94,69049.01
CUST-ACT-04886,115,115,974,9,24049.49
CUST-ACT-04887,70,70,409,30,6151.58
CUST-ACT-04888,92,92,152,123,8264.86
CUST-ACT-04889,125,125,734,31,37187.51
CUST-ACT-04890,17,17,177,162,4372.83
CUST-ACT-04891,145,145,228,119,73128.04
CUST-ACT-04892,60,60,354,41,38891.56
CUST-ACT-04893,51,51,455,19,4598.41
CUST-ACT-04894,73,73,81,53,46229.54
CUST-ACT-04895,102,102,458,19,6379.01
CUST-ACT-04896,8,8,729,35,72495.17
CUST-ACT-04897,48,48,733,84,4342.45
CUST-ACT-04898,113,113,560,126,27075.83
CUST-ACT-04899,19,19,97,4,73135.71
CUST-ACT-04900,111,111,229,137,60129.52
CUST-ACT-04901,23,23,653,11,9067.4
CUST-ACT-04902,55,55,646,139,28540.18
CUST-ACT-04903,19,19,606,83,36596.05
CUST-ACT-04904,63,63,376,18,1084.36
CUST-ACT-04905,119,119,771,83,5476.86
CUST-ACT-04906,98,98,209,124,39099.82
CUST-ACT-04907,149,149,55,156,35293.94
CUST-ACT-04908,112,112,177,179,49065.1
CUST-ACT-04909,148,148,479,15,3317.74
CUST-ACT-04910,133,133,326,159,19908.23
CUST-ACT-04911,40,40,943,164,43202.28
CUST-ACT-04912,141,141,942,86,32687.03
CUST-ACT-04913,46,46,483,69,73213.64
CUST-ACT-04914,78,78,590,134,55271.12
CUST-ACT-04915,43,43,653,65,72309.53
CUST-ACT-04916,96,96,371,60,45697.06
CUST-ACT-04917,1,1,478,15,64615.74
CUST-ACT-04918,108,108,245,80,16600.07
CUST-ACT-04919,148,148,748,39,4822.93
CUST-ACT-04920,94,94,151,134,47169.77
CUST-ACT-04921,119,119,873,151,48633.39
CUST-ACT-04922,144,144,869,178,47137.3
CUST-ACT-04923,69,69,87,40,39749.71
CUST-ACT-04924,124,124,254,16,74137.29
CUST-ACT-04925,141,141,254,119,11160.17
CUST-ACT-04926,7,7,553,160,17301.56
CUST-ACT-04927,40,40,652,52,52043.9
CUST-ACT-04928,50,50,872,177,47756.54
CUST-ACT-04929,57,57,334,146,73084.2
CUST-ACT-04930,123,123,682,175,63969.95
CUST-ACT-04931,9,9,487,100,1134.25
CUST-ACT-04932,118,118,640,33,25912.86
CUST-ACT-04933,98,98,912,18,51161.83
CUST-ACT-04934,95,95,298,44,12337.91
CUST-ACT-04935,81,81,453,124,22728.02
CUST-ACT-04936,115,115,248,130,22218.54
CUST-ACT-04937,145,145,566,97,73112.83
CUST-ACT-04938,114,114,602,65,60897.42
CUST-ACT-04939,86,86,902,34,5741.96
CUST-ACT-04940,130,130,36,112,54712.03
CUST-ACT-04941,143,143,450,109,57049.4
CUST-ACT-04942,136,136,727,141,27223.74
CUST-ACT-04943,134,134,703,131,64639.95
CUST-ACT-04944,64,64,913,31,10361.42
CUST-ACT-04945,12,12,912,15,50662.77
CUST-ACT-04946,97,97,700,25,59685.89
CUST-ACT-04947,15,15,975,40,49891.56
CUST-ACT-04948,79,79,769,18,9298.48
CUST-ACT-04949,135,135,498,104,23954.31
CUST-ACT-04950,55,55,787,66,42651.41
CUST-ACT-04951,33,33,43,118,45891.31
CUST-ACT-04952,113,113,819,31,39799.74
CUST-ACT-04953,27,27,433,79,23738.02
CUST-ACT-04954,132,132,679,45,50128.77
CUST-ACT-04955,83,83,562,81,55943.69
CUST-ACT-04956,89,89,753,105,56105.95
CUST-ACT-04957,50,50,990,164,57015.62
CUST-ACT-04958,147,147,998,85,56103.09
CUST-ACT-04959,56,56,213,154,7691.56
CUST-ACT-04960,119,119,293,121,684.89
CUST-ACT-04961,117,117,541,57,64486.59
CUST-ACT-04962,114,114,850,69,47941.42
CUST-ACT-04963,35,35,100,14,70050.79
CUST-ACT-04964,74,74,198,10,14579.7
CUST-ACT-04965,95,95,989,41,43174.24
CUST-ACT-04966,119,119,664,2,3903.25
CUST-ACT-04967,119,119,580,64,45338.32
CUST-ACT-04968,30,30,721,43,867.89
CUST-ACT-04969,54,54,121,92,33695.26
CUST-ACT-04970,116,116,555,60,68564.33
CUST-ACT-04971,148,148,692,77,48406.6
CUST-ACT-04972,117,117,567,122,23130.44
CUST-ACT-04973,62,62,347,168,61602.1
CUST-ACT-04974,30,30,220,45,61549.89
CUST-ACT-04975,92,92,644,13,32727.63
CUST-ACT-04976,96,96,146,100,29600.88
CUST-ACT-04977,66,66,642,33,71385.91
CUST-ACT-04978,13,13,352,39,60945.45
CUST-ACT-04979,88,88,249,27,15028.54
CUST-ACT-04980,72,72,728,40,46246.7
CUST-ACT-04981,13,13,255,92,62300.83
CUST-ACT-04982,126,126,150,144,10952.84
CUST-ACT-04983,46,46,240,142,19087.16
CUST-ACT-04984,42,42,847,109,35494.95
CUST-ACT-04985,107,107,327,86,8342.51
CUST-ACT-04986,47,47,555,41,67868.76
CUST-ACT-04987,58,58,435,118,73626.23
CUST-ACT-04988,63,63,374,134,6619.46
CUST-ACT-04989,126,126,711,133,72032.99
CUST-ACT-04990,147,147,205,60,67966.77
CUST-ACT-04991,68,68,605,98,4582.7
CUST-ACT-04992,108,108,73,112,65424.83
CUST-ACT-04993,127,127,234,156,73391.98
CUST-ACT-04994,37,37,538,77,12596.07
CUST-ACT-04995,63,63,531,64,52603.03
CUST-ACT-04996,49,49,264,151,66419.01
CUST-ACT-04997,88,88,497,146,49532.44
CUST-ACT-04998,138,138,485,103,26076.12
CUST-ACT-04999,74,74,532,83,57381.35
CUST-ACT-05000,24,24,191,8,61623.9
CUST-ACT-05001,47,47,795,66,35084.47
CUST-ACT-05002,41,41,103,169,13856.79
CUST-ACT-05003,21,21,656,40,29105.88
CUST-ACT-05004,40,40,547,173,58177.76
CUST-ACT-05005,93,93,869,13,33630.48
CUST-ACT-05006,61,61,220,46,49262.41
CUST-ACT-05007,93,93,940,100,16783.0
CUST-ACT-05008,114,114,123,124,55847.29
CUST-ACT-05009,24,24,982,147,72009.41
CUST-ACT-05010,97,97,286,80,5098.81
CUST-ACT-05011,18,18,196,20,1188.59
CUST-ACT-05012,121,121,952,150,22878.26
CUST-ACT-05013,38,38,972,63,26937.92
CUST-ACT-05014,65,65,847,149,3809.58
CUST-ACT-05015,145,145,720,76,33362.54
CUST-ACT-05016,33,33,327,128,12788.23
CUST-ACT-05017,123,123,762,59,36284.38
CUST-ACT-05018,56,56,760,121,54115.7
CUST-ACT-05019,52,52,817,145,12926.2
CUST-ACT-05020,121,121,628,68,33449.71
CUST-ACT-05021,62,62,289,44,53483.83
CUST-ACT-05022,13,13,530,30,69156.37
CUST-ACT-05023,31,31,304,150,63166.35
CUST-ACT-05024,11,11,844,121,1027.55
CUST-ACT-05025,10,10,476,27,6983.14
CUST-ACT-05026,14,14,477,132,30617.18
CUST-ACT-05027,25,25,641,56,39256.73
CUST-ACT-05028,17,17,120,34,8500.37
CUST-ACT-05029,79,79,629,66,4114.48
CUST-ACT-05030,8,8,605,102,40796.38
CUST-ACT-05031,149,149,459,121,38103.62
CUST-ACT-05032,16,16,952,105,19099.0
CUST-ACT-05033,35,35,307,46,41518.53
CUST-ACT-05034,61,61,896,88,70758.37
CUST-ACT-05035,38,38,513,34,49034.84
CUST-ACT-05036,118,118,483,159,11857.79
CUST-ACT-05037,117,117,931,69,48219.03
CUST-ACT-05038,115,115,327,163,68437.96
CUST-ACT-05039,5,5,95,32,40319.02
CUST-ACT-05040,144,144,80,100,28826.03
CUST-ACT-05041,74,74,93,170,50822.58
CUST-ACT-05042,82,82,739,75,54749.64
CUST-ACT-05043,47,47,831,24,24666.04
CUST-ACT-05044,68,68,327,64,19302.23
CUST-ACT-05045,35,35,827,14,12018.88
CUST-ACT-05046,79,79,988,103,71891.46
CUST-ACT-05047,46,46,161,44,48253.15
CUST-ACT-05048,111,111,761,51,31268.46
CUST-ACT-05049,29,29,713,91,52892.31
CUST-ACT-05050,147,147,854,107,67716.34
CUST-ACT-05051,54,54,351,135,25694.3
CUST-ACT-05052,120,120,974,47,19003.74
CUST-ACT-05053,105,105,271,32,72056.5
CUST-ACT-05054,65,65,317,169,5149.3
CUST-ACT-05055,34,34,549,126,24512.5
CUST-ACT-05056,61,61,50,27,8316.89
CUST-ACT-05057,128,128,757,148,73697.5
CUST-ACT-05058,13,13,742,175,7939.72
CUST-ACT-05059,149,149,654,48,63645.78
CUST-ACT-05060,10,10,230,94,8507.01
CUST-ACT-05061,107,107,739,84,783.15
CUST-ACT-05062,79,79,948,68,4613.51
CUST-ACT-05063,98,98,256,98,12517.02
CUST-ACT-05064,79,79,928,98,55145.04
CUST-ACT-05065,53,53,280,42,37989.74
CUST-ACT-05066,76,76,544,7,29389.17
CUST-ACT-05067,68,68,241,22,47521.96
CUST-ACT-05068,107,107,68,70,67710.63
CUST-ACT-05069,125,125,449,28,26990.8
CUST-ACT-05070,90,90,285,49,11605.47
CUST-ACT-05071,144,144,392,42,61274.43
CUST-ACT-05072,49,49,533,12,30019.27
CUST-ACT-05073,108,108,300,172,56677.65
CUST-ACT-05074,69,69,252,130,10141.85
CUST-ACT-05075,87,87,635,42,43798.24
CUST-ACT-05076,64,64,567,122,43724.24
CUST-ACT-05077,7,7,587,16,74586.62
CUST-ACT-05078,66,66,752,1,44974.49
CUST-ACT-05079,147,147,940,156,57608.32
CUST-ACT-05080,55,55,482,33,55240.64
CUST-ACT-05081,116,116,932,145,66337.83
CUST-ACT-05082,46,46,581,123,67057.39
CUST-ACT-05083,14,14,888,129,20959.55
CUST-ACT-05084,16,16,747,150,57161.58
CUST-ACT-05085,142,142,964,32,20700.09
CUST-ACT-05086,81,81,908,125,40963.76
CUST-ACT-05087,148,148,884,115,47426.95
CUST-ACT-05088,70,70,203,177,20487.49
CUST-ACT-05089,41,41,365,132,65646.18
CUST-ACT-05090,64,64,303,162,72260.11
CUST-ACT-05091,49,49,434,18,52080.94
CUST-ACT-05092,90,90,208,117,8782.43
CUST-ACT-05093,97,97,577,149,23402.23
CUST-ACT-05094,39,39,866,141,31141.63
CUST-ACT-05095,117,117,873,1,2271.53
CUST-ACT-05096,27,27,603,178,52542.46
CUST-ACT-05097,82,82,50,109,45291.58
CUST-ACT-05098,130,130,74,63,29893.98
CUST-ACT-05099,137,137,696,119,68708.28
CUST-ACT-05100,110,110,580,14,31147.74
CUST-ACT-05101,148,148,307,53,31651.79
CUST-ACT-05102,121,121,57,21,14107.3
CUST-ACT-05103,83,83,896,141,41531.57
CUST-ACT-05104,91,91,967,66,13874.09
CUST-ACT-05105,87,87,43,98,49276.68
CUST-ACT-05106,80,80,111,165,7986.32
CUST-ACT-05107,117,117,822,76,71361.49
CUST-ACT-05108,97,97,160,93,44191.84
CUST-ACT-05109,69,69,185,170,10933.17
CUST-ACT-05110,36,36,74,64,4132.78
CUST-ACT-05111,83,83,519,73,13971.76
CUST-ACT-05112,125,125,885,6,13138.27
CUST-ACT-05113,143,143,728,174,53226.62
CUST-ACT-05114,27,27,710,15,37952.49
CUST-ACT-05115,53,53,274,28,64282.4
CUST-ACT-05116,113,113,367,7,4079.57
CUST-ACT-05117,131,131,721,59,48750.54
CUST-ACT-05118,66,66,578,106,36929.76
CUST-ACT-05119,9,9,860,53,50032.78
CUST-ACT-05120,126,126,253,57,14553.5
CUST-ACT-05121,14,14,313,160,44417.29
CUST-ACT-05122,19,19,690,13,49644.09
CUST-ACT-05123,61,61,674,78,63990.56
CUST-ACT-05124,19,19,71,130,5066.82
CUST-ACT-05125,77,77,515,46,47772.95
CUST-ACT-05126,121,121,646,136,51585.08
CUST-ACT-05127,48,48,311,78,34301.08
CUST-ACT-05128,23,23,258,20,24024.47
CUST-ACT-05129,1,1,349,44,71970.85
CUST-ACT-05130,66,66,158,51,9068.08
CUST-ACT-05131,109,109,415,122,33152.93
CUST-ACT-05132,13,13,227,125,9478.25
CUST-ACT-05133,39,39,723,72,68559.65
CUST-ACT-05134,131,131,678,95,18078.54
CUST-ACT-05135,1,1,297,21,21471.37
CUST-ACT-05136,125,125,327,134,3380.13
CUST-ACT-05137,29,29,295,153,8293.62
CUST-ACT-05138,20,20,735,91,23783.54
CUST-ACT-05139,47,47,831,23,54779.82
CUST-ACT-05140,93,93,575,24,14074.0
CUST-ACT-05141,50,50,424,86,29628.88
CUST-ACT-05142,90,90,567,179,72727.63
CUST-ACT-05143,28,28,386,50,59690.24
CUST-ACT-05144,40,40,300,154,13758.53
CUST-ACT-05145,120,120,129,146,12161.0
CUST-ACT-05146,144,144,836,17,63369.26
CUST-ACT-05147,114,114,864,177,45895.78
CUST-ACT-05148,113,113,998,119,49005.28
CUST-ACT-05149,13,13,902,31,43029.9
CUST-ACT-05150,62,62,80,111,34142.61
CUST-ACT-05151,145,145,453,82,20606.9
CUST-ACT-05152,6,6,639,99,60331.13
CUST-ACT-05153,106,106,308,86,32472.0
CUST-ACT-05154,76,76,400,138,46263.34
CUST-ACT-05155,8,8,384,69,48918.14
CUST-ACT-05156,65,65,452,111,50292.4
CUST-ACT-05157,133,133,230,35,58533.88
CUST-ACT-05158,131,131,260,93,30251.85
CUST-ACT-05159,59,59,887,72,41066.5
CUST-ACT-05160,59,59,37,44,51013.1
CUST-ACT-05161,34,34,812,65,41279.71
CUST-ACT-05162,141,141,827,58,1335.37
CUST-ACT-05163,80,80,483,1,18089.23
CUST-ACT-05164,25,25,274,79,34531.41
CUST-ACT-05165,102,102,624,26,28081.91
CUST-ACT-05166,48,48,425,154,53975.18
CUST-ACT-05167,142,142,426,134,52593.52
CUST-ACT-05168,56,56,499,97,20280.54
CUST-ACT-05169,49,49,758,173,53294.39
CUST-ACT-05170,93,93,982,32,65139.9
CUST-ACT-05171,113,113,464,56,40745.35
CUST-ACT-05172,74,74,327,69,1992.47
CUST-ACT-05173,31,31,933,93,18755.42
CUST-ACT-05174,79,79,823,48,37166.97
CUST-ACT-05175,18,18,968,75,47451.17
CUST-ACT-05176,64,64,43,130,27047.49
CUST-ACT-05177,130,130,410,124,69966.59
CUST-ACT-05178,137,137,430,77,68534.12
CUST-ACT-05179,136,136,193,122,53538.13
CUST-ACT-05180,67,67,346,55,43931.04
CUST-ACT-05181,51,51,511,141,72257.89
CUST-ACT-05182,40,40,545,135,63061.19
CUST-ACT-05183,22,22,90,78,32319.51
CUST-ACT-05184,35,35,403,26,11923.43
CUST-ACT-05185,33,33,877,119,21963.17
CUST-ACT-05186,1,1,736,43,35848.97
CUST-ACT-05187,110,110,681,85,4698.57
CUST-ACT-05188,5,5,518,92,11557.64
CUST-ACT-05189,125,125,353,131,66301.19
CUST-ACT-05190,141,141,178,19,32203.38
CUST-ACT-05191,53,53,898,154,67472.44
CUST-ACT-05192,65,65,460,27,10789.89
CUST-ACT-05193,27,27,498,166,70504.85
CUST-ACT-05194,34,34,625,87,73290.52
CUST-ACT-05195,50,50,126,78,11082.73
CUST-ACT-05196,27,27,203,9,48468.15
CUST-ACT-05197,54,54,806,13,46275.38
CUST-ACT-05198,76,76,186,174,57953.79
CUST-ACT-05199,138,138,403,143,26059.16
CUST-ACT-05200,28,28,498,99,57383.88
CUST-ACT-05201,1,1,676,131,68878.02
CUST-ACT-05202,53,53,405,50,30103.67
CUST-ACT-05203,121,121,721,113,44387.19
CUST-ACT-05204,21,21,784,53,7192.28
CUST-ACT-05205,70,70,521,63,34094.6
CUST-ACT-05206,36,36,276,54,60751.29
CUST-ACT-05207,70,70,123,1,5277.16
CUST-ACT-05208,88,88,643,110,54863.64
CUST-ACT-05209,64,64,348,177,31194.37
CUST-ACT-05210,106,106,571,154,4952.48
CUST-ACT-05211,11,11,39,11,72564.87
CUST-ACT-05212,77,77,787,76,16149.62
CUST-ACT-05213,49,49,202,35,40789.81
CUST-ACT-05214,36,36,44,167,13382.74
CUST-ACT-05215,96,96,720,80,40053.18
CUST-ACT-05216,34,34,83,7,1756.89
CUST-ACT-05217,145,145,171,117,33218.59
CUST-ACT-05218,120,120,770,79,20783.11
CUST-ACT-05219,30,30,215,75,47732.38
CUST-ACT-05220,89,89,679,78,10781.91
CUST-ACT-05221,48,48,593,144,39187.2
CUST-ACT-05222,121,121,542,91,15255.21
CUST-ACT-05223,88,88,974,26,52587.64
CUST-ACT-05224,146,146,400,152,45347.72
CUST-ACT-05225,42,42,385,124,3991.23
CUST-ACT-05226,35,35,368,63,29203.05
CUST-ACT-05227,25,25,468,106,15286.96
CUST-ACT-05228,84,84,214,46,53345.78
CUST-ACT-05229,87,87,322,133,61778.23
CUST-ACT-05230,122,122,89,87,69231.84
CUST-ACT-05231,76,76,576,143,44443.73
CUST-ACT-05232,107,107,426,172,20698.32
CUST-ACT-05233,105,105,951,80,47764.59
CUST-ACT-05234,15,15,79,62,21721.85
CUST-ACT-05235,12,12,472,69,50776.55
CUST-ACT-05236,27,27,873,70,23483.38
CUST-ACT-05237,74,74,831,138,72031.99
CUST-ACT-05238,54,54,672,9,70032.52
CUST-ACT-05239,33,33,520,43,1787.65
CUST-ACT-05240,45,45,460,155,55540.47
CUST-ACT-05241,34,34,631,9,46022.04
CUST-ACT-05242,25,25,299,60,60174.91
CUST-ACT-05243,16,16,815,132,11410.95
CUST-ACT-05244,101,101,681,110,60542.26
CUST-ACT-05245,148,148,868,134,16641.3
CUST-ACT-05246,73,73,245,178,59696.03
CUST-ACT-05247,33,33,579,75,24171.62
CUST-ACT-05248,129,129,867,148,5928.75
CUST-ACT-05249,146,146,845,158,73746.49
CUST-ACT-05250,54,54,206,88,45231.91
CUST-ACT-05251,30,30,586,171,36615.55
CUST-ACT-05252,27,27,104,143,1706.65
CUST-ACT-05253,131,131,40,81,17988.99
CUST-ACT-05254,82,82,697,65,31023.2
CUST-ACT-05255,129,129,170,33,58875.6
CUST-ACT-05256,17,17,888,175,35656.68
CUST-ACT-05257,127,127,152,62,60429.16
CUST-ACT-05258,113,113,452,19,39952.89
CUST-ACT-05259,76,76,347,114,4432.32
CUST-ACT-05260,84,84,347,143,56994.85
CUST-ACT-05261,31,31,70,59,11079.05
CUST-ACT-05262,12,12,410,156,57519.59
CUST-ACT-05263,68,68,53,103,2404.38
CUST-ACT-05264,96,96,934,146,70877.69
CUST-ACT-05265,88,88,620,77,64043.71
CUST-ACT-05266,56,56,169,146,23152.99
CUST-ACT-05267,108,108,445,121,62123.96
CUST-ACT-05268,103,103,427,19,15005.54
CUST-ACT-05269,139,139,607,151,62678.65
CUST-ACT-05270,30,30,329,49,61248.05
CUST-ACT-05271,112,112,412,84,7704.3
CUST-ACT-05272,63,63,473,171,5488.7
CUST-ACT-05273,14,14,173,117,55599.57
CUST-ACT-05274,112,112,276,98,31269.81
CUST-ACT-05275,74,74,57,95,64762.7
CUST-ACT-05276,51,51,736,136,72862.94
CUST-ACT-05277,125,125,799,178,1446.99
CUST-ACT-05278,136,136,878,40,26114.13
CUST-ACT-05279,8,8,228,144,11800.61
CUST-ACT-05280,102,102,578,176,59537.58
CUST-ACT-05281,5,5,670,7,47523.59
CUST-ACT-05282,45,45,726,72,8152.27
CUST-ACT-05283,95,95,954,39,45608.37
CUST-ACT-05284,114,114,604,44,30953.3
CUST-ACT-05285,127,127,459,126,58165.97
CUST-ACT-05286,36,36,362,38,20095.14
CUST-ACT-05287,13,13,83,114,2215.37
CUST-ACT-05288,87,87,647,171,41550.69
CUST-ACT-05289,44,44,759,75,54925.89
CUST-ACT-05290,116,116,977,84,71611.61
CUST-ACT-05291,75,75,415,88,8904.03
CUST-ACT-05292,44,44,756,34,63443.84
CUST-ACT-05293,149,149,84,75,9949.45
CUST-ACT-05294,90,90,932,141,37883.8
CUST-ACT-05295,62,62,937,79,31708.02
CUST-ACT-05296,111,111,872,127,12667.85
CUST-ACT-05297,74,74,505,69,60328.8
CUST-ACT-05298,43,43,661,21,48531.81
CUST-ACT-05299,56,56,841,77,51319.49
CUST-ACT-05300,49,49,331,157,58107.83
CUST-ACT-05301,143,143,547,21,24103.43
CUST-ACT-05302,95,95,356,105,63527.07
CUST-ACT-05303,140,140,783,87,7544.89
CUST-ACT-05304,80,80,687,171,12658.09
CUST-ACT-05305,30,30,157,148,52552.51
CUST-ACT-05306,74,74,759,162,63838.82
CUST-ACT-05307,17,17,904,165,3273.6
CUST-ACT-05308,58,58,484,55,28207.72
CUST-ACT-05309,75,75,963,138,30812.28
CUST-ACT-05310,145,145,200,94,50783.06
CUST-ACT-05311,105,105,740,56,41698.26
CUST-ACT-05312,15,15,465,62,64991.18
CUST-ACT-05313,118,118,734,143,52284.56
CUST-ACT-05314,13,13,725,177,59008.01
CUST-ACT-05315,35,35,881,171,29006.72
CUST-ACT-05316,88,88,368,2,47866.07
CUST-ACT-05317,18,18,607,66,14840.95
CUST-ACT-05318,14,14,166,71,44649.5
CUST-ACT-05319,26,26,376,123,49751.7
CUST-ACT-05320,36,36,677,132,20823.16
CUST-ACT-05321,139,139,734,168,70112.3
CUST-ACT-05322,135,135,574,21,9335.36
CUST-ACT-05323,46,46,100,10,26670.29
CUST-ACT-05324,145,145,953,167,54982.81
CUST-ACT-05325,109,109,484,43,2901.02
CUST-ACT-05326,38,38,655,99,65558.04
CUST-ACT-05327,56,56,657,139,40499.87
CUST-ACT-05328,130,130,879,157,20924.96
CUST-ACT-05329,135,135,516,21,73195.66
CUST-ACT-05330,60,60,864,9,49101.33
CUST-ACT-05331,21,21,292,163,55208.05
CUST-ACT-05332,16,16,581,179,4001.41
CUST-ACT-05333,15,15,82,119,65771.79
CUST-ACT-05334,134,134,402,26,6143.07
CUST-ACT-05335,62,62,54,87,21497.18
CUST-ACT-05336,103,103,449,30,63453.58
CUST-ACT-05337,118,118,639,170,10572.87
CUST-ACT-05338,35,35,270,100,1304.28
CUST-ACT-05339,62,62,217,49,5395.56
CUST-ACT-05340,14,14,873,169,4148.23
CUST-ACT-05341,103,103,447,28,51394.15
CUST-ACT-05342,144,144,657,102,19222.14
CUST-ACT-05343,117,117,968,179,10263.17
CUST-ACT-05344,42,42,123,74,27736.34
CUST-ACT-05345,34,34,300,58,35019.88
CUST-ACT-05346,130,130,287,104,70331.53
CUST-ACT-05347,125,125,815,146,67295.65
CUST-ACT-05348,145,145,312,40,3019.41
CUST-ACT-05349,92,92,192,150,57507.09
CUST-ACT-05350,37,37,258,7,55627.16
CUST-ACT-05351,27,27,349,97,31330.02
CUST-ACT-05352,120,120,877,72,31340.53
CUST-ACT-05353,126,126,404,22,6316.16
CUST-ACT-05354,126,126,963,178,49399.61
CUST-ACT-05355,70,70,662,70,63892.43
CUST-ACT-05356,13,13,918,2,37085.44
CUST-ACT-05357,138,138,974,147,74051.19
CUST-ACT-05358,29,29,66,31,24429.59
CUST-ACT-05359,54,54,836,119,24255.18
CUST-ACT-05360,1,1,180,116,51239.93
CUST-ACT-05361,119,119,974,77,19513.47
CUST-ACT-05362,10,10,162,77,69262.38
CUST-ACT-05363,95,95,263,79,45058.69
CUST-ACT-05364,100,100,503,115,18617.96
CUST-ACT-05365,50,50,325,81,44275.4
CUST-ACT-05366,37,37,314,156,816.83
CUST-ACT-05367,26,26,951,63,35219.36
CUST-ACT-05368,147,147,529,33,35609.08
CUST-ACT-05369,37,37,743,117,53697.67
CUST-ACT-05370,116,116,292,133,2673.19
CUST-ACT-05371,1,1,739,144,4762.24
CUST-ACT-05372,75,75,999,59,3356.44
CUST-ACT-05373,127,127,935,103,36367.55
CUST-ACT-05374,51,51,905,64,9141.37
CUST-ACT-05375,46,46,520,132,74146.72
CUST-ACT-05376,120,120,398,162,24595.28
CUST-ACT-05377,117,117,45,112,33832.39
CUST-ACT-05378,74,74,556,131,23647.62
CUST-ACT-05379,30,30,947,61,30975.75
CUST-ACT-05380,42,42,881,18,65758.61
CUST-ACT-05381,146,146,137,136,49670.21
CUST-ACT-05382,148,148,414,64,18934.93
CUST-ACT-05383,37,37,421,53,72629.26
CUST-ACT-05384,56,56,203,54,6647.08
CUST-ACT-05385,15,15,127,176,27688.29
CUST-ACT-05386,59,59,642,177,29575.47
CUST-ACT-05387,12,12,974,134,68884.05
CUST-ACT-05388,115,115,563,174,34410.51
CUST-ACT-05389,46,46,239,41,32042.1
CUST-ACT-05390,41,41,127,73,44976.02
CUST-ACT-05391,47,47,513,58,17294.34
CUST-ACT-05392,120,120,249,92,49153.18
CUST-ACT-05393,66,66,116,49,24764.03
CUST-ACT-05394,75,75,364,79,67787.64
CUST-ACT-05395,134,134,717,113,24805.51
CUST-ACT-05396,27,27,879,109,13215.12
CUST-ACT-05397,11,11,596,70,22953.54
CUST-ACT-05398,33,33,108,68,6200.99
CUST-ACT-05399,48,48,107,135,13903.26
CUST-ACT-05400,51,51,439,125,62194.26
CUST-ACT-05401,15,15,743,30,18128.92
CUST-ACT-05402,4,4,686,31,31923.17
CUST-ACT-05403,39,39,813,55,56474.96
CUST-ACT-05404,129,129,117,59,62260.93
CUST-ACT-05405,116,116,869,115,51224.52
CUST-ACT-05406,62,62,492,114,36413.55
CUST-ACT-05407,108,108,51,73,32843.06
CUST-ACT-05408,78,78,323,71,32625.17
CUST-ACT-05409,22,22,543,68,47212.01
CUST-ACT-05410,5,5,956,105,2163.52
CUST-ACT-05411,99,99,574,27,4631.0
CUST-ACT-05412,128,128,187,146,52088.09
CUST-ACT-05413,34,34,202,9,29685.37
CUST-ACT-05414,78,78,306,17,8139.17
CUST-ACT-05415,54,54,312,5,19630.81
CUST-ACT-05416,148,148,377,86,10906.7
CUST-ACT-05417,133,133,139,128,51453.61
CUST-ACT-05418,19,19,744,38,33003.01
CUST-ACT-05419,18,18,411,157,21592.07
CUST-ACT-05420,117,117,495,116,57965.72
CUST-ACT-05421,32,32,822,67,65137.76
CUST-ACT-05422,58,58,720,94,74335.23
CUST-ACT-05423,69,69,56,118,5287.13
CUST-ACT-05424,41,41,116,153,38265.67
CUST-ACT-05425,56,56,235,69,64780.96
