event_id,shipment_id,origin_hub,current_facility,destination_hub,event_timestamp,scan_type,actual_dwell,average_dwell,dwell_duration_seconds,avg_dwell_baseline_seconds,yard_queue_count,yard_max_capacity,weather_condition,weather_exception,traffic_congestion_level,gps_latitude,gps_longitude,sla_deadline_timestamp,carrier_id
EV-015153,LGS-1153-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T18:56:32Z,YARD_DEPARTURE,6438,4800,6438,4800,17,30,HEAVY_RAIN,True,MODERATE,49.6727,-66.7869,2026-08-04T18:56:32Z,CR-UPS
EV-015154,LGS-1154-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-CHICAGO,2026-08-02T18:57:09Z,WAYPOINT_SCAN,2543,4800,2543,4800,26,30,HEAVY_RAIN,False,LOW,48.9007,-4.0606,2026-08-04T06:57:09Z,CR-FEDEX
EV-015155,LGS-1155-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T18:57:34Z,HUB_INGEST,4957,3600,4957,3600,23,30,CLEAR,False,LOW,43.5056,-63.4614,2026-08-04T18:57:34Z,CR-DHL
EV-015156,LGS-1156-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T18:58:02Z,HUB_INGEST,6065,3600,6065,3600,11,30,CLEAR,False,MODERATE,38.2774,-95.2806,2026-08-04T18:58:02Z,CR-UPS
EV-015157,LGS-1157-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-LOSANGELES,2026-08-02T18:58:30Z,TRANSFER_ARRIVE,3320,2400,3320,2400,1,30,CLEAR,False,HEAVY,38.1594,-94.1182,2026-08-04T06:58:30Z,CR-MAERSK
EV-015158,LGS-1158-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-MIAMI,2026-08-02T18:59:08Z,WAYPOINT_SCAN,2201,2400,2201,2400,6,30,CLEAR,False,MODERATE,45.8322,-107.2325,2026-08-04T18:59:08Z,CR-FEDEX
EV-015159,LGS-1159-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T18:59:27Z,YARD_DEPARTURE,4907,4800,4907,4800,14,30,CLEAR,False,MODERATE,49.9468,-50.1722,2026-08-03T18:59:27Z,CR-FEDEX
EV-015160,LGS-1160-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-SEATTLE,2026-08-02T19:00:09Z,TRANSFER_ARRIVE,4475,2400,4475,2400,5,30,CLEAR,False,HEAVY,27.3776,-81.149,2026-08-04T19:00:09Z,CR-FEDEX
EV-015161,LGS-1161-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-HOUSTON,2026-08-02T19:00:27Z,TRANSFER_ARRIVE,3562,3600,3562,3600,27,30,HEAVY_RAIN,True,LOW,48.6743,-47.0504,2026-08-05T19:00:27Z,CR-MAERSK
EV-015162,LGS-1162-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-MIAMI,2026-08-02T19:00:59Z,YARD_DEPARTURE,1858,2400,1858,2400,24,30,CLEAR,False,MODERATE,47.9413,0.666,2026-08-03T19:00:59Z,CR-MAERSK
EV-015163,LGS-1163-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-HOUSTON,2026-08-02T19:01:35Z,HUB_INGEST,2217,2400,2217,2400,3,30,CLEAR,False,HEAVY,27.3649,4.0104,2026-08-04T19:01:35Z,CR-USPS
EV-015164,LGS-1164-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SEATTLE,2026-08-02T19:02:08Z,WAYPOINT_SCAN,4269,3600,4269,3600,19,30,MODERATE,True,MODERATE,42.7268,-83.7172,2026-08-05T19:02:08Z,CR-UPS
EV-015165,LGS-1165-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-NEWYORK,2026-08-02T19:02:30Z,WAYPOINT_SCAN,5133,4800,5133,4800,1,30,MODERATE,False,MODERATE,51.241,-95.2717,2026-08-05T19:02:30Z,CR-DHL
EV-015166,LGS-1166-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-ATLANTA,2026-08-02T19:03:02Z,YARD_DEPARTURE,3467,4800,3467,4800,4,30,FOG,False,MODERATE,47.9948,-117.5292,2026-08-05T19:03:02Z,CR-USPS
EV-015167,LGS-1167-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-FRANKFURT,2026-08-02T19:03:28Z,WAYPOINT_SCAN,2485,2400,2485,2400,26,30,MODERATE,False,MODERATE,26.6968,-88.1598,2026-08-04T19:03:28Z,CR-USPS
EV-015168,LGS-1168-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-MIAMI,2026-08-02T19:04:09Z,CUSTOMS_CLEARANCE,6476,3600,6476,3600,16,30,CLEAR,False,MODERATE,49.98,-56.6503,2026-08-04T07:04:09Z,CR-UPS
EV-015169,LGS-1169-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-FRANKFURT,2026-08-02T19:04:38Z,TRANSFER_ARRIVE,4424,3600,4424,3600,26,30,FOG,False,LOW,29.6733,-43.648,2026-08-05T19:04:38Z,CR-FEDEX
EV-015170,LGS-1170-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-HOUSTON,2026-08-02T19:05:05Z,TRANSFER_ARRIVE,3734,2400,3734,2400,6,30,CLEAR,False,MODERATE,26.9568,-111.7484,2026-08-04T07:05:05Z,CR-MAERSK
EV-015171,LGS-1171-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-LOSANGELES,2026-08-02T19:05:26Z,CUSTOMS_CLEARANCE,3696,4800,3696,4800,5,30,HEAVY_RAIN,False,LOW,31.1517,-91.858,2026-08-03T19:05:26Z,CR-USPS
EV-015172,LGS-1172-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T19:06:08Z,WAYPOINT_SCAN,6197,4800,6197,4800,7,30,CLEAR,False,LOW,38.0474,-119.3359,2026-08-04T07:06:08Z,CR-USPS
EV-015173,LGS-1173-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T19:06:31Z,HUB_INGEST,7206,4800,7206,4800,28,30,CLEAR,False,MODERATE,47.0111,-20.2112,2026-08-04T07:06:31Z,CR-UPS
EV-015174,LGS-1174-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-02T19:07:04Z,CUSTOMS_CLEARANCE,4581,3600,4581,3600,27,30,MODERATE,False,LOW,32.2122,-88.5282,2026-08-04T07:07:04Z,CR-USPS
EV-015175,LGS-1175-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T19:07:33Z,CUSTOMS_CLEARANCE,2753,3600,2753,3600,10,30,CLEAR,False,MODERATE,35.5368,-48.1679,2026-08-04T07:07:33Z,CR-MAERSK
EV-015176,LGS-1176-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-ATLANTA,2026-08-02T19:08:00Z,TRANSFER_ARRIVE,4968,3600,4968,3600,1,30,CLEAR,True,LOW,28.8091,-62.8707,2026-08-04T07:08:00Z,CR-USPS
EV-015177,LGS-1177-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-DETROIT,2026-08-02T19:08:29Z,HUB_INGEST,6373,4800,6373,4800,19,30,MODERATE,False,HEAVY,32.8719,-60.5559,2026-08-03T19:08:29Z,CR-USPS
EV-015178,LGS-1178-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-SEATTLE,2026-08-02T19:09:00Z,HUB_INGEST,2160,2400,2160,2400,27,30,CLEAR,False,LOW,49.3559,-35.132,2026-08-03T19:09:00Z,CR-DHL
EV-015179,LGS-1179-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-LOSANGELES,2026-08-02T19:09:25Z,WAYPOINT_SCAN,5482,3600,5482,3600,14,30,CLEAR,False,LOW,43.3814,-69.5946,2026-08-04T07:09:25Z,CR-MAERSK
EV-015180,LGS-1180-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-DETROIT,2026-08-02T19:09:51Z,HUB_INGEST,4741,3600,4741,3600,4,30,CLEAR,False,LOW,43.1959,-91.2712,2026-08-04T07:09:51Z,CR-MAERSK
EV-015181,LGS-1181-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-HOUSTON,2026-08-02T19:10:30Z,WAYPOINT_SCAN,609,2400,609,2400,15,30,HEAVY_RAIN,False,MODERATE,31.7457,-69.7104,2026-08-05T19:10:30Z,CR-DHL
EV-015182,LGS-1182-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-ATLANTA,2026-08-02T19:11:08Z,YARD_DEPARTURE,4695,4800,4695,4800,6,30,CLEAR,False,LOW,28.9478,-13.792,2026-08-03T19:11:08Z,CR-DHL
EV-015183,LGS-1183-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SEATTLE,2026-08-02T19:11:25Z,CUSTOMS_CLEARANCE,3796,3600,3796,3600,20,30,CLEAR,False,MODERATE,48.9606,-49.1178,2026-08-04T19:11:25Z,CR-FEDEX
EV-015184,LGS-1184-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-CHICAGO,2026-08-02T19:12:03Z,CUSTOMS_CLEARANCE,5331,4800,5331,4800,23,30,CLEAR,False,MODERATE,50.4785,6.8434,2026-08-03T19:12:03Z,CR-UPS
EV-015185,LGS-1185-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-DETROIT,2026-08-02T19:12:39Z,WAYPOINT_SCAN,4194,3600,4194,3600,26,30,CLEAR,False,LOW,26.4467,-19.0241,2026-08-04T19:12:39Z,CR-MAERSK
EV-015186,LGS-1186-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-HOUSTON,2026-08-02T19:12:55Z,WAYPOINT_SCAN,5147,3600,5147,3600,10,30,CLEAR,False,LOW,39.3144,-13.5437,2026-08-05T19:12:55Z,CR-MAERSK
EV-015187,LGS-1187-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-NEWYORK,2026-08-02T19:13:36Z,WAYPOINT_SCAN,3989,2400,3989,2400,15,30,MODERATE,False,LOW,36.8751,-19.3402,2026-08-04T07:13:36Z,CR-DHL
EV-015188,LGS-1188-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-SINGAPORE,2026-08-02T19:13:59Z,CUSTOMS_CLEARANCE,4938,2400,4938,2400,19,30,CLEAR,False,MODERATE,44.9369,-65.2868,2026-08-05T19:13:59Z,CR-USPS
EV-015189,LGS-1189-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-MIAMI,2026-08-02T19:14:20Z,WAYPOINT_SCAN,3406,2400,3406,2400,8,30,CLEAR,False,HEAVY,33.1485,-16.5184,2026-08-04T07:14:20Z,CR-FEDEX
EV-015190,LGS-1190-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T19:14:52Z,CUSTOMS_CLEARANCE,4771,2400,4771,2400,13,30,CLEAR,True,HEAVY,41.7556,-39.8402,2026-08-03T19:14:52Z,CR-MAERSK
EV-015191,LGS-1191-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T19:15:27Z,CUSTOMS_CLEARANCE,6517,4800,6517,4800,23,30,HEAVY_RAIN,False,LOW,27.2297,-94.5338,2026-08-04T07:15:27Z,CR-DHL
EV-015192,LGS-1192-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T19:15:57Z,TRANSFER_ARRIVE,6872,4800,6872,4800,19,30,HEAVY_RAIN,False,LOW,47.2198,-112.1796,2026-08-04T19:15:57Z,CR-FEDEX
EV-015193,LGS-1193-ROUTE,HUB-MIAMI,HUB-MIAMI,HUB-CHICAGO,2026-08-02T19:16:39Z,TRANSFER_ARRIVE,7315,4800,7315,4800,16,30,CLEAR,False,MODERATE,31.4448,-57.6552,2026-08-04T19:16:39Z,CR-MAERSK
EV-015194,LGS-1194-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-MEMPHIS,2026-08-02T19:17:04Z,YARD_DEPARTURE,2594,2400,2594,2400,25,30,CLEAR,False,MODERATE,33.476,-46.3071,2026-08-05T19:17:04Z,CR-USPS
EV-015195,LGS-1195-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T19:17:26Z,YARD_DEPARTURE,4103,3600,4103,3600,29,30,MODERATE,False,LOW,35.2126,-77.8294,2026-08-03T19:17:26Z,CR-UPS
EV-015196,LGS-1196-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-02T19:18:00Z,HUB_INGEST,2881,4800,2881,4800,26,30,HEAVY_RAIN,False,HEAVY,30.5786,-39.9984,2026-08-04T19:18:00Z,CR-UPS
EV-015197,LGS-1197-ROUTE,HUB-LOSANGELES,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T19:18:26Z,WAYPOINT_SCAN,4326,2400,4326,2400,29,30,CLEAR,False,LOW,46.8402,-104.6471,2026-08-05T19:18:26Z,CR-USPS
EV-015198,LGS-1198-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T19:18:53Z,CUSTOMS_CLEARANCE,4229,2400,4229,2400,21,30,MODERATE,False,LOW,26.8542,-16.1463,2026-08-03T19:18:53Z,CR-UPS
EV-015199,LGS-1199-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-DETROIT,2026-08-02T19:19:31Z,HUB_INGEST,3173,2400,3173,2400,18,30,HEAVY_RAIN,False,MODERATE,50.2054,-70.8945,2026-08-03T19:19:31Z,CR-MAERSK
EV-015200,LGS-1200-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-NEWYORK,2026-08-02T19:19:55Z,TRANSFER_ARRIVE,6355,4800,6355,4800,9,30,CLEAR,False,LOW,50.126,-26.9977,2026-08-05T19:19:55Z,CR-UPS
EV-015201,LGS-1201-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-NEWYORK,2026-08-02T19:20:33Z,CUSTOMS_CLEARANCE,5482,3600,5482,3600,24,30,CLEAR,True,LOW,47.3388,-9.848,2026-08-04T19:20:33Z,CR-UPS
EV-015202,LGS-1202-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T19:21:01Z,HUB_INGEST,5423,4800,5423,4800,15,30,CLEAR,False,LOW,50.7079,-92.7518,2026-08-04T19:21:01Z,CR-DHL
EV-015203,LGS-1203-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-SEATTLE,2026-08-02T19:21:30Z,TRANSFER_ARRIVE,3516,2400,3516,2400,8,30,FOG,False,LOW,45.5508,-51.3672,2026-08-05T19:21:30Z,CR-MAERSK
EV-015204,LGS-1204-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-DETROIT,2026-08-02T19:22:08Z,YARD_DEPARTURE,2982,2400,2982,2400,17,30,MODERATE,False,LOW,40.1897,-108.1259,2026-08-04T19:22:08Z,CR-MAERSK
EV-015205,LGS-1205-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-LOSANGELES,2026-08-02T19:22:24Z,WAYPOINT_SCAN,2881,2400,2881,2400,4,30,CLEAR,False,MODERATE,44.4838,-119.2519,2026-08-05T19:22:24Z,CR-USPS
EV-015206,LGS-1206-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-ATLANTA,2026-08-02T19:23:03Z,WAYPOINT_SCAN,4585,4800,4585,4800,23,30,CLEAR,False,MODERATE,25.1067,-119.5934,2026-08-04T19:23:03Z,CR-UPS
EV-015207,LGS-1207-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T19:23:35Z,HUB_INGEST,2516,3600,2516,3600,22,30,CLEAR,False,MODERATE,43.5064,3.2712,2026-08-04T19:23:35Z,CR-FEDEX
EV-015208,LGS-1208-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-CHICAGO,2026-08-02T19:24:02Z,TRANSFER_ARRIVE,3860,4800,3860,4800,28,30,CLEAR,False,LOW,26.1347,-118.9528,2026-08-05T19:24:02Z,CR-MAERSK
EV-015209,LGS-1209-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-HOUSTON,2026-08-02T19:24:39Z,HUB_INGEST,2914,2400,2914,2400,9,30,CLEAR,False,LOW,48.9666,-43.5736,2026-08-05T19:24:39Z,CR-MAERSK
EV-015210,LGS-1210-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-SEATTLE,2026-08-02T19:24:53Z,TRANSFER_ARRIVE,1655,2400,1655,2400,8,30,CLEAR,False,LOW,49.2062,-117.2522,2026-08-04T19:24:53Z,CR-FEDEX
EV-015211,LGS-1211-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-SEATTLE,2026-08-02T19:25:30Z,TRANSFER_ARRIVE,1867,2400,1867,2400,9,30,CLEAR,False,HEAVY,28.0866,-28.5263,2026-08-05T19:25:30Z,CR-MAERSK
EV-015212,LGS-1212-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-FRANKFURT,2026-08-02T19:26:06Z,WAYPOINT_SCAN,4418,4800,4418,4800,4,30,CLEAR,False,MODERATE,43.35,-58.9413,2026-08-04T19:26:06Z,CR-USPS
EV-015213,LGS-1213-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-SINGAPORE,2026-08-02T19:26:26Z,YARD_DEPARTURE,5062,4800,5062,4800,8,30,MODERATE,False,LOW,43.0399,-96.8718,2026-08-04T07:26:26Z,CR-UPS
EV-015214,LGS-1214-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-CHICAGO,2026-08-02T19:27:03Z,YARD_DEPARTURE,6756,4800,6756,4800,28,30,MODERATE,False,LOW,38.4482,-43.5533,2026-08-03T19:27:03Z,CR-USPS
EV-015215,LGS-1215-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T19:27:30Z,CUSTOMS_CLEARANCE,438,2400,438,2400,22,30,MODERATE,False,SEVERE_GRIDLOCK,25.6756,-79.8811,2026-08-03T19:27:30Z,CR-UPS
EV-015216,LGS-1216-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-DETROIT,2026-08-02T19:27:58Z,TRANSFER_ARRIVE,5457,4800,5457,4800,25,30,HEAVY_RAIN,False,LOW,28.0808,-104.5457,2026-08-04T19:27:58Z,CR-USPS
EV-015217,LGS-1217-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-MEMPHIS,2026-08-02T19:28:32Z,WAYPOINT_SCAN,3091,3600,3091,3600,26,30,CLEAR,False,HEAVY,42.8004,-25.1311,2026-08-03T19:28:32Z,CR-USPS
EV-015218,LGS-1218-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-CHICAGO,2026-08-02T19:29:07Z,TRANSFER_ARRIVE,4144,3600,4144,3600,17,30,CLEAR,False,SEVERE_GRIDLOCK,39.2997,-73.4605,2026-08-04T19:29:07Z,CR-UPS
EV-015219,LGS-1219-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-CHICAGO,2026-08-02T19:29:30Z,CUSTOMS_CLEARANCE,3455,3600,3455,3600,6,30,CLEAR,False,LOW,26.2489,-61.6609,2026-08-05T19:29:30Z,CR-DHL
EV-015220,LGS-1220-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-MIAMI,2026-08-02T19:30:04Z,WAYPOINT_SCAN,5177,4800,5177,4800,26,30,CLEAR,False,MODERATE,38.974,-119.7822,2026-08-04T07:30:04Z,CR-MAERSK
EV-015221,LGS-1221-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-MIAMI,2026-08-02T19:30:38Z,TRANSFER_ARRIVE,1148,2400,1148,2400,10,30,HEAVY_RAIN,False,MODERATE,47.9294,-48.8973,2026-08-03T19:30:38Z,CR-MAERSK
EV-015222,LGS-1222-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-DETROIT,2026-08-02T19:30:50Z,YARD_DEPARTURE,3492,2400,3492,2400,2,30,CLEAR,True,MODERATE,49.0427,-55.6462,2026-08-03T19:30:50Z,CR-UPS
EV-015223,LGS-1223-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-HOUSTON,2026-08-02T19:31:23Z,YARD_DEPARTURE,3074,2400,3074,2400,12,30,CLEAR,False,LOW,43.8187,-23.9546,2026-08-05T19:31:23Z,CR-FEDEX
EV-015224,LGS-1224-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-HOUSTON,2026-08-02T19:32:03Z,CUSTOMS_CLEARANCE,3185,2400,3185,2400,19,30,CLEAR,False,MODERATE,42.8914,-60.4507,2026-08-04T07:32:03Z,CR-DHL
EV-015225,LGS-1225-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-MEMPHIS,2026-08-02T19:32:33Z,YARD_DEPARTURE,4160,2400,4160,2400,25,30,CLEAR,False,LOW,45.7659,-11.0556,2026-08-04T07:32:33Z,CR-MAERSK
EV-015226,LGS-1226-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-02T19:32:52Z,TRANSFER_ARRIVE,3709,4800,3709,4800,5,30,CLEAR,False,LOW,28.6022,-78.0181,2026-08-04T07:32:52Z,CR-MAERSK
EV-015227,LGS-1227-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-MEMPHIS,2026-08-02T19:33:36Z,CUSTOMS_CLEARANCE,2892,3600,2892,3600,16,30,CLEAR,False,MODERATE,30.1353,-24.1354,2026-08-05T19:33:36Z,CR-MAERSK
EV-015228,LGS-1228-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-NEWYORK,2026-08-02T19:33:52Z,HUB_INGEST,7392,4800,7392,4800,5,30,CLEAR,False,LOW,38.1149,-92.3658,2026-08-03T19:33:52Z,CR-MAERSK
EV-015229,LGS-1229-ROUTE,HUB-SINGAPORE,HUB-SEATTLE,HUB-LOSANGELES,2026-08-02T19:34:35Z,CUSTOMS_CLEARANCE,3653,2400,3653,2400,1,30,CLEAR,False,LOW,37.1776,-8.4648,2026-08-03T19:34:35Z,CR-DHL
EV-015230,LGS-1230-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-FRANKFURT,2026-08-02T19:35:03Z,YARD_DEPARTURE,3091,4800,3091,4800,10,30,CLEAR,False,HEAVY,29.9777,-77.4947,2026-08-04T07:35:03Z,CR-USPS
EV-015231,LGS-1231-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-FRANKFURT,2026-08-02T19:35:39Z,WAYPOINT_SCAN,5183,4800,5183,4800,28,30,MODERATE,False,LOW,43.313,-25.5863,2026-08-05T19:35:39Z,CR-UPS
EV-015232,LGS-1232-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T19:36:02Z,CUSTOMS_CLEARANCE,6679,4800,6679,4800,28,30,CLEAR,False,HEAVY,45.0093,-16.4266,2026-08-05T19:36:02Z,CR-USPS
EV-015233,LGS-1233-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-ATLANTA,2026-08-02T19:36:34Z,TRANSFER_ARRIVE,5499,2400,5499,2400,2,30,HEAVY_RAIN,False,LOW,32.3128,-102.843,2026-08-05T19:36:34Z,CR-UPS
EV-015234,LGS-1234-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T19:37:03Z,CUSTOMS_CLEARANCE,4869,2400,4869,2400,16,30,CLEAR,True,LOW,33.4493,-16.8318,2026-08-04T07:37:03Z,CR-FEDEX
EV-015235,LGS-1235-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-SEATTLE,2026-08-02T19:37:38Z,YARD_DEPARTURE,2453,2400,2453,2400,9,30,CLEAR,False,LOW,31.9479,-85.9013,2026-08-05T19:37:38Z,CR-USPS
EV-015236,LGS-1236-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-NEWYORK,2026-08-02T19:37:55Z,CUSTOMS_CLEARANCE,5249,4800,5249,4800,7,30,CLEAR,False,LOW,32.5223,-44.6492,2026-08-04T07:37:55Z,CR-DHL
EV-015237,LGS-1237-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T19:38:29Z,TRANSFER_ARRIVE,3221,4800,3221,4800,13,30,FOG,False,MODERATE,34.8462,-54.5832,2026-08-04T07:38:29Z,CR-FEDEX
EV-015238,LGS-1238-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-NEWYORK,2026-08-02T19:39:04Z,TRANSFER_ARRIVE,4323,3600,4323,3600,4,30,CLEAR,False,HEAVY,36.9095,-45.9423,2026-08-04T07:39:04Z,CR-FEDEX
EV-015239,LGS-1239-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-LOSANGELES,2026-08-02T19:39:39Z,YARD_DEPARTURE,4444,3600,4444,3600,7,30,MODERATE,False,MODERATE,38.073,-18.5406,2026-08-04T19:39:39Z,CR-MAERSK
EV-015240,LGS-1240-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-ATLANTA,2026-08-02T19:39:55Z,TRANSFER_ARRIVE,4088,2400,4088,2400,10,30,MODERATE,True,LOW,38.0925,-12.7724,2026-08-04T07:39:55Z,CR-MAERSK
EV-015241,LGS-1241-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-MIAMI,2026-08-02T19:40:29Z,YARD_DEPARTURE,1559,3600,1559,3600,12,30,CLEAR,False,LOW,41.6665,-91.147,2026-08-05T19:40:29Z,CR-MAERSK
EV-015242,LGS-1242-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-HOUSTON,2026-08-02T19:40:56Z,CUSTOMS_CLEARANCE,1892,2400,1892,2400,2,30,CLEAR,False,LOW,34.2907,-99.4537,2026-08-04T19:40:56Z,CR-UPS
EV-015243,LGS-1243-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-FRANKFURT,2026-08-02T19:41:36Z,CUSTOMS_CLEARANCE,2729,2400,2729,2400,28,30,MODERATE,True,MODERATE,38.5922,-113.6986,2026-08-03T19:41:36Z,CR-MAERSK
EV-015244,LGS-1244-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-FRANKFURT,2026-08-02T19:42:07Z,HUB_INGEST,6451,4800,6451,4800,5,30,CLEAR,False,LOW,38.6646,-29.691,2026-08-03T19:42:07Z,CR-USPS
EV-015245,LGS-1245-ROUTE,HUB-NEWYORK,HUB-MIAMI,HUB-ATLANTA,2026-08-02T19:42:36Z,YARD_DEPARTURE,3718,3600,3718,3600,28,30,CLEAR,False,LOW,27.6107,-60.712,2026-08-05T19:42:36Z,CR-FEDEX
EV-015246,LGS-1246-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-FRANKFURT,2026-08-02T19:42:58Z,WAYPOINT_SCAN,5828,2400,5828,2400,25,30,MODERATE,False,MODERATE,41.9925,-104.8327,2026-08-05T19:42:58Z,CR-USPS
EV-015247,LGS-1247-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-MIAMI,2026-08-02T19:43:29Z,YARD_DEPARTURE,1704,2400,1704,2400,15,30,MODERATE,False,LOW,32.5105,-59.7577,2026-08-05T19:43:29Z,CR-UPS
EV-015248,LGS-1248-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-FRANKFURT,2026-08-02T19:43:59Z,CUSTOMS_CLEARANCE,3609,3600,3609,3600,11,30,HEAVY_RAIN,True,LOW,26.268,7.9157,2026-08-05T19:43:59Z,CR-UPS
