event_id,shipment_id,origin_hub,current_facility,destination_hub,event_timestamp,scan_type,actual_dwell,average_dwell,dwell_duration_seconds,avg_dwell_baseline_seconds,yard_queue_count,yard_max_capacity,weather_condition,weather_exception,traffic_congestion_level,gps_latitude,gps_longitude,sla_deadline_timestamp,carrier_id,dwell_normalized,dwell_zscore,dwell_rank,delay_risk_score
EV-014066,LGS-2566-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-MEMPHIS,2026-08-02T09:52:53Z,CUSTOMS_CLEARANCE,2297,3600,2297,3600,10,30,SNOWSTORM,False,LOW,45.3393,-58.9579,2026-08-05T09:52:53Z,CR-DHL,0.22063860346922992,-1.2386528850064433,8893,0.26095459065296656
EV-014067,LGS-2567-ROUTE,HUB-HOUSTON,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T09:53:34Z,WAYPOINT_SCAN,3723,4800,3723,4800,15,30,HEAVY_RAIN,False,MODERATE,25.3831,-104.955,2026-08-04T09:53:34Z,CR-DHL,0.37819025522041766,-0.3149146182366596,6168,0.42691415313225056
EV-014068,LGS-2568-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-MIAMI,2026-08-02T09:54:09Z,WAYPOINT_SCAN,5342,3600,5342,3600,25,30,MODERATE,True,HEAVY,26.7414,-71.1765,2026-08-03T09:54:09Z,CR-MAERSK,0.5570655176223621,0.7338457281169727,2385,0.6770964534305601
EV-014069,LGS-2569-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-CHICAGO,2026-08-02T09:54:36Z,CUSTOMS_CLEARANCE,5895,4800,5895,4800,12,30,HEAVY_RAIN,False,MODERATE,35.2345,-73.1067,2026-08-04T09:54:36Z,CR-MAERSK,0.6181637388133908,1.0920696141784667,1446,0.5280411004308916
EV-014070,LGS-2570-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-MIAMI,2026-08-02T09:55:02Z,TRANSFER_ARRIVE,6498,4800,6498,4800,24,30,CLEAR,True,MODERATE,46.0628,-3.3573,2026-08-04T09:55:02Z,CR-MAERSK,0.6847862114683461,1.4826826400285225,713,0.7394431554524362
EV-014071,LGS-2571-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-MEMPHIS,2026-08-02T09:55:37Z,CUSTOMS_CLEARANCE,4449,2400,4449,2400,24,30,MODERATE,False,LOW,32.4508,-8.4544,2026-08-03T21:55:37Z,CR-UPS,0.4584023864766324,0.1553756914932583,4390,0.603612860457408
EV-014072,LGS-2572-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T09:55:51Z,HUB_INGEST,1430,4800,1430,4800,14,30,CLEAR,False,LOW,51.7506,-120.1205,2026-08-03T09:55:51Z,CR-FEDEX,0.12484808308474202,-1.8002805689401056,9665,0.26062313556513095
EV-014073,LGS-2573-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-CHICAGO,2026-08-02T09:56:32Z,TRANSFER_ARRIVE,2510,2400,2510,2400,25,30,CLEAR,False,MODERATE,49.8152,-124.2684,2026-08-03T21:56:32Z,CR-DHL,0.2441719147055574,-1.1006751495071698,8619,0.4893602916804773
EV-014074,LGS-2574-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-DETROIT,2026-08-02T09:57:02Z,WAYPOINT_SCAN,1614,2400,1614,2400,13,30,CLEAR,False,MODERATE,48.3451,-20.6485,2026-08-03T09:57:02Z,CR-DHL,0.14517732847199205,-1.6810885345181978,9564,0.25853496851176666
EV-014075,LGS-2575-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-SEATTLE,2026-08-02T09:57:34Z,YARD_DEPARTURE,5246,4800,5246,4800,16,30,HEAVY_RAIN,False,SEVERE_GRIDLOCK,25.2469,-109.8827,2026-08-03T09:57:34Z,CR-DHL,0.546458954811623,0.671658579722934,2594,0.5421610871726881
EV-014076,LGS-2576-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-MEMPHIS,2026-08-02T09:58:09Z,WAYPOINT_SCAN,3177,4800,3177,4800,10,30,HEAVY_RAIN,False,HEAVY,51.0283,-97.9004,2026-08-04T09:58:09Z,CR-MAERSK,0.31786542923433875,-0.6686040247277548,7370,0.3192906861120318
EV-014077,LGS-2577-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-HOUSTON,2026-08-02T09:58:29Z,YARD_DEPARTURE,6116,4800,6116,4800,8,30,FOG,False,LOW,40.9685,2.7266,2026-08-03T21:58:29Z,CR-FEDEX,0.6425809302839465,1.23522961204391,1119,0.4855485581703679
EV-014078,LGS-2578-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T09:58:52Z,YARD_DEPARTURE,3792,2400,3792,2400,20,30,CLEAR,False,LOW,40.9654,-76.2548,2026-08-04T09:58:52Z,CR-MAERSK,0.38581372224063637,-0.27021760532844424,6003,0.5029168047729533
EV-014079,LGS-2579-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-SEATTLE,2026-08-02T09:59:38Z,CUSTOMS_CLEARANCE,6928,3600,6928,3600,14,30,CLEAR,False,LOW,27.6636,-11.6962,2026-08-04T09:59:38Z,CR-DHL,0.7322947740581152,1.7612292422101543,396,0.6250911501491547
EV-014080,LGS-2580-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-MIAMI,2026-08-02T09:59:52Z,CUSTOMS_CLEARANCE,4079,3600,4079,3600,5,30,MODERATE,False,LOW,41.4546,-102.7713,2026-08-04T09:59:52Z,CR-DHL,0.4175229256435753,-0.08430394294209931,5300,0.30765661252900234
EV-014081,LGS-2581-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-HOUSTON,2026-08-02T10:00:33Z,WAYPOINT_SCAN,3812,2400,3812,2400,26,30,HEAVY_RAIN,False,LOW,39.2746,-33.1804,2026-08-03T10:00:33Z,CR-DHL,0.38802342282620705,-0.2572619494130195,5941,0.5899569108385814
EV-014082,LGS-2582-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-CHICAGO,2026-08-02T10:00:57Z,CUSTOMS_CLEARANCE,4164,2400,4164,2400,6,30,MODERATE,False,LOW,39.6185,-40.3216,2026-08-03T22:00:57Z,CR-MAERSK,0.42691415313225056,-0.02924240530154418,5123,0.3275770633079218
EV-014083,LGS-2583-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-MEMPHIS,2026-08-02T10:01:23Z,WAYPOINT_SCAN,7462,4800,7462,4800,21,30,CLEAR,False,LOW,30.1686,-25.7106,2026-08-03T22:01:23Z,CR-UPS,0.7912937796928516,2.1071452551519947,160,0.7604905535299967
EV-014084,LGS-2584-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-DETROIT,2026-08-02T10:02:09Z,CUSTOMS_CLEARANCE,4043,4800,4043,4800,9,30,MODERATE,False,LOW,39.6648,-85.6093,2026-08-04T10:02:09Z,CR-UPS,0.4135454645895481,-0.10762412358986383,5393,0.36241299303944313
EV-014085,LGS-2585-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-MIAMI,2026-08-02T10:02:30Z,CUSTOMS_CLEARANCE,5274,3600,5274,3600,13,30,CLEAR,False,HEAVY,26.9529,-106.5073,2026-08-03T10:02:30Z,CR-UPS,0.5495525356314219,0.6897964980045286,2537,0.5011600928074246
EV-014086,LGS-2586-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T10:03:00Z,YARD_DEPARTURE,4677,3600,4677,3600,29,30,MODERATE,False,LOW,25.5774,-114.7044,2026-08-03T22:03:00Z,CR-FEDEX,0.4835929731521379,0.30307016892910027,3847,0.6901557838912827
EV-014087,LGS-2587-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-SINGAPORE,2026-08-02T10:03:30Z,TRANSFER_ARRIVE,2260,3600,2260,3600,13,30,CLEAR,False,LOW,30.7558,-33.0286,2026-08-05T10:03:30Z,CR-FEDEX,0.21655065738592422,-1.262620848449979,8946,0.30135896586012595
EV-014088,LGS-2588-ROUTE,HUB-MIAMI,HUB-MIAMI,HUB-DETROIT,2026-08-02T10:03:51Z,CUSTOMS_CLEARANCE,5960,4800,5960,4800,2,30,CLEAR,False,LOW,46.6458,-35.5141,2026-08-03T22:03:51Z,CR-DHL,0.6253452657164954,1.134175495903597,1343,0.38949287371561153
EV-014089,LGS-2589-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T10:04:36Z,CUSTOMS_CLEARANCE,6289,4800,6289,4800,22,30,MODERATE,False,LOW,41.2956,-122.6363,2026-08-04T10:04:36Z,CR-DHL,0.6616948403491327,1.347296035712334,910,0.6970169042094796
EV-014090,LGS-2590-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T10:04:58Z,WAYPOINT_SCAN,976,2400,976,2400,13,30,CLEAR,False,MODERATE,49.1463,-44.096,2026-08-05T10:04:58Z,CR-USPS,0.07468787979228815,-2.094373958220247,9829,0.2162412993039443
EV-014091,LGS-2591-ROUTE,HUB-ATLANTA,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T10:05:21Z,YARD_DEPARTURE,5308,4800,5308,4800,26,30,CLEAR,False,MODERATE,35.5027,-105.4437,2026-08-03T10:05:21Z,CR-UPS,0.5533090266268921,0.7118211130607507,2464,0.6891282731189925
EV-014092,LGS-2592-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-NEWYORK,2026-08-02T10:06:04Z,YARD_DEPARTURE,4294,3600,4294,3600,2,30,CLEAR,False,LOW,34.4458,-119.6403,2026-08-05T10:06:04Z,CR-MAERSK,0.44127720693845984,0.0549693581487166,4785,0.2790520384487902
EV-014093,LGS-2593-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-DETROIT,2026-08-02T10:06:35Z,TRANSFER_ARRIVE,3057,2400,3057,2400,27,30,CLEAR,True,HEAVY,43.9013,-55.1214,2026-08-05T10:06:35Z,CR-MAERSK,0.3046072257209148,-0.7463379602203033,7629,0.5541929068611203
EV-014094,LGS-2594-ROUTE,HUB-LOSANGELES,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T10:06:53Z,TRANSFER_ARRIVE,6149,4800,6149,4800,15,30,CLEAR,False,LOW,35.9912,-94.5036,2026-08-04T10:06:53Z,CR-USPS,0.646226936250138,1.2566064443043607,1077,0.5877361617500828
EV-014095,LGS-2595-ROUTE,HUB-DETROIT,HUB-DETROIT,HUB-SEATTLE,2026-08-02T10:07:27Z,TRANSFER_ARRIVE,3481,3600,3481,3600,24,30,CLEAR,False,HEAVY,35.293,-52.3302,2026-08-03T22:07:27Z,CR-UPS,0.3514528781350127,-0.4716780548132989,6741,0.5394431554524362
EV-014096,LGS-2596-ROUTE,HUB-FRANKFURT,HUB-SEATTLE,HUB-MIAMI,2026-08-02T10:07:58Z,CUSTOMS_CLEARANCE,4087,4800,4087,4800,24,30,CLEAR,True,MODERATE,37.5833,-28.1864,2026-08-03T10:07:58Z,CR-DHL,0.41840680587780354,-0.07912168057592942,5282,0.5796155120981107
EV-014097,LGS-2597-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T10:08:24Z,WAYPOINT_SCAN,3584,2400,3584,2400,21,30,CLEAR,False,LOW,28.0977,-0.0117,2026-08-05T10:08:24Z,CR-UPS,0.36283283615070155,-0.4049564268488615,6499,0.5034139874047067
EV-014098,LGS-2598-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-HOUSTON,2026-08-02T10:09:05Z,HUB_INGEST,7286,4800,7286,4800,12,30,CLEAR,True,LOW,30.4763,-78.8759,2026-08-04T10:09:05Z,CR-UPS,0.7718484145398299,1.993135483096257,218,0.620251905866755
EV-014099,LGS-2599-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-DETROIT,2026-08-02T10:09:32Z,WAYPOINT_SCAN,5998,3600,5998,3600,10,30,CLEAR,True,HEAVY,41.2897,-67.9465,2026-08-03T22:09:32Z,CR-MAERSK,0.6295436968290796,1.158791242142904,1296,0.5062976466688763
EV-014100,LGS-2600-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-HOUSTON,2026-08-02T10:09:56Z,YARD_DEPARTURE,5868,2400,5868,2400,24,30,CLEAR,False,LOW,41.4283,-102.9122,2026-08-05T10:09:56Z,CR-MAERSK,0.6151806430228705,1.0745794786926433,1484,0.6976798143851508
EV-014101,LGS-2601-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T10:10:39Z,TRANSFER_ARRIVE,3755,3600,3755,3600,21,30,CLEAR,False,MODERATE,40.9365,-27.5913,2026-08-04T10:10:39Z,CR-DHL,0.38172577615733067,-0.29418556877198004,6094,0.5147497514086842
EV-014102,LGS-2602-ROUTE,HUB-FRANKFURT,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T10:11:06Z,HUB_INGEST,2798,2400,2798,2400,4,30,HEAVY_RAIN,False,HEAVY,30.3946,-13.8923,2026-08-04T10:11:06Z,CR-DHL,0.2759916031377748,-0.9141137043250536,8139,0.20845210473980774
EV-014103,LGS-2603-ROUTE,HUB-DETROIT,HUB-SINGAPORE,HUB-MEMPHIS,2026-08-02T10:11:22Z,YARD_DEPARTURE,2818,4800,2818,4800,25,30,HEAVY_RAIN,True,MODERATE,36.7606,-29.941,2026-08-04T10:11:22Z,CR-MAERSK,0.2782013037233455,-0.9011580484096289,8107,0.5097779250911502
EV-014104,LGS-2604-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T10:11:54Z,TRANSFER_ARRIVE,4662,4800,4662,4800,8,30,HEAVY_RAIN,False,MODERATE,49.8672,-65.2291,2026-08-03T10:11:54Z,CR-USPS,0.4819356977129599,0.29335342699253175,3881,0.389161418627776
EV-014105,LGS-2605-ROUTE,HUB-HOUSTON,HUB-CHICAGO,HUB-FRANKFURT,2026-08-02T10:12:38Z,HUB_INGEST,2304,3600,2304,3600,4,30,CLEAR,True,LOW,48.2457,-49.3863,2026-08-03T22:12:38Z,CR-USPS,0.22141199867417966,-1.2341184054360446,8887,0.17570434206165064
EV-014106,LGS-2606-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-MIAMI,2026-08-02T10:13:01Z,WAYPOINT_SCAN,4985,4800,4985,4800,2,30,CLEAR,True,MODERATE,40.0521,-95.3046,2026-08-05T10:13:01Z,CR-FEDEX,0.517622362169926,0.5025872700266412,3110,0.3248591315876699
EV-014107,LGS-2607-ROUTE,HUB-HOUSTON,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T10:13:26Z,YARD_DEPARTURE,4634,2400,4634,2400,18,30,CLEAR,False,MODERATE,49.3226,-25.722,2026-08-03T22:13:26Z,CR-USPS,0.478842116893161,0.2752155087109371,3945,0.5301624129930395
EV-014108,LGS-2608-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-SEATTLE,2026-08-02T10:13:58Z,CUSTOMS_CLEARANCE,6677,4800,6677,4800,18,30,MODERATE,False,LOW,43.2253,-35.7182,2026-08-03T22:13:58Z,CR-MAERSK,0.7045630317092034,1.5986357604715737,553,0.6655949618826649
EV-014109,LGS-2609-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-CHICAGO,2026-08-02T10:14:25Z,HUB_INGEST,5004,4800,5004,4800,14,30,CLEAR,False,MODERATE,36.131,-0.1439,2026-08-05T10:14:25Z,CR-UPS,0.5197215777262181,0.5148951431462947,3072,0.4975472323500166
EV-014110,LGS-2610-ROUTE,HUB-MEMPHIS,HUB-MIAMI,HUB-ATLANTA,2026-08-02T10:15:06Z,HUB_INGEST,4711,4800,4711,4800,27,30,MODERATE,True,LOW,45.9633,-48.367,2026-08-03T22:15:06Z,CR-DHL,0.487349464147608,0.3250947839853223,3762,0.6638382499171362
EV-014111,LGS-2611-ROUTE,HUB-LOSANGELES,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T10:15:35Z,WAYPOINT_SCAN,4426,4800,4426,4800,28,30,MODERATE,False,MODERATE,33.1546,-23.8448,2026-08-03T10:15:35Z,CR-UPS,0.45586123080322616,0.14047668719051984,4444,0.6592310241962214
EV-014112,LGS-2612-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-MEMPHIS,2026-08-02T10:15:52Z,WAYPOINT_SCAN,6435,4800,6435,4800,29,30,SNOWSTORM,False,MODERATE,48.0757,-57.414,2026-08-05T10:15:52Z,CR-UPS,0.6778256546237985,1.4418723238949345,779,0.806695392774279
EV-014113,LGS-2613-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-HOUSTON,2026-08-02T10:16:23Z,YARD_DEPARTURE,5023,4800,5023,4800,29,30,SNOWSTORM,True,LOW,33.8965,-12.2428,2026-08-05T10:16:23Z,CR-UPS,0.5218207932825102,0.5272030162659482,3033,0.7130924759695061
EV-014114,LGS-2614-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T10:16:59Z,CUSTOMS_CLEARANCE,5716,4800,5716,4800,10,30,HEAVY_RAIN,False,LOW,46.4531,-44.9019,2026-08-04T10:16:59Z,CR-FEDEX,0.5983869185725335,0.9761164937354153,1717,0.4876035797149486
EV-014115,LGS-2615-ROUTE,HUB-SINGAPORE,HUB-SINGAPORE,HUB-LOSANGELES,2026-08-02T10:17:24Z,TRANSFER_ARRIVE,6203,4800,6203,4800,12,30,CLEAR,False,HEAVY,32.5952,-62.2251,2026-08-03T22:17:24Z,CR-UPS,0.6521931278311789,1.2915867152760077,994,0.5484587338415645
EV-014116,LGS-2616-ROUTE,HUB-LOSANGELES,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T10:17:59Z,HUB_INGEST,5090,3600,5090,3600,8,30,FOG,False,MODERATE,49.7567,-105.4517,2026-08-05T10:17:59Z,CR-USPS,0.5292232902441719,0.5706044635826211,2905,0.4175339741465032
EV-014117,LGS-2617-ROUTE,HUB-ATLANTA,HUB-HOUSTON,HUB-SEATTLE,2026-08-02T10:18:31Z,HUB_INGEST,858,3600,858,3600,22,30,MODERATE,False,LOW,29.9909,-16.4801,2026-08-05T10:18:31Z,CR-DHL,0.06165064633742128,-2.170812328121253,9853,0.33699038780245283
EV-014118,LGS-2618-ROUTE,HUB-HOUSTON,HUB-DETROIT,HUB-SINGAPORE,2026-08-02T10:18:59Z,YARD_DEPARTURE,6072,4800,6072,4800,17,30,MODERATE,False,LOW,44.4129,-15.7948,2026-08-03T10:18:59Z,CR-UPS,0.637719588995691,1.2067271690299755,1196,0.6112031819688432
EV-014119,LGS-2619-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-HOUSTON,2026-08-02T10:19:32Z,TRANSFER_ARRIVE,4319,3600,4319,3600,12,30,CLEAR,False,LOW,36.0343,-82.5567,2026-08-04T10:19:32Z,CR-DHL,0.44403933267042317,0.07116392804299752,4729,0.423566456745111
EV-014120,LGS-2620-ROUTE,HUB-CHICAGO,HUB-DETROIT,HUB-NEWYORK,2026-08-02T10:20:00Z,TRANSFER_ARRIVE,3237,4800,3237,4800,29,30,CLEAR,True,LOW,25.4984,-65.1527,2026-08-05T10:20:00Z,CR-FEDEX,0.3244945309910507,-0.6297370569814806,7243,0.5946967185946305
EV-014121,LGS-2621-ROUTE,HUB-SEATTLE,HUB-NEWYORK,HUB-MIAMI,2026-08-02T10:20:35Z,TRANSFER_ARRIVE,7057,4800,7057,4800,26,30,MODERATE,False,LOW,33.9599,-69.2818,2026-08-03T10:20:35Z,CR-USPS,0.7465473428350459,1.8447932228646438,327,0.8050712628438847
EV-014122,LGS-2622-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-HOUSTON,2026-08-02T10:20:57Z,YARD_DEPARTURE,5637,4800,5637,4800,20,30,CLEAR,False,LOW,30.4714,-79.3897,2026-08-05T10:20:57Z,CR-DHL,0.5896586012595293,0.9249416528694876,1837,0.6252237321842891
EV-014123,LGS-2623-ROUTE,HUB-SEATTLE,HUB-MEMPHIS,HUB-MIAMI,2026-08-02T10:21:27Z,HUB_INGEST,2342,3600,2342,3600,3,30,CLEAR,False,LOW,39.9914,-58.2119,2026-08-05T10:21:27Z,CR-USPS,0.2256104297867639,-1.2095026591967375,8837,0.1639376864434869
EV-014124,LGS-2624-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-MIAMI,2026-08-02T10:21:57Z,WAYPOINT_SCAN,2302,2400,2302,2400,10,30,CLEAR,False,MODERATE,32.0166,-56.8463,2026-08-05T10:21:57Z,CR-FEDEX,0.2211910286156226,-1.235413971027587,8889,0.26128604574080216
EV-014125,LGS-2625-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-LOSANGELES,2026-08-02T10:22:32Z,HUB_INGEST,5147,4800,5147,4800,11,30,CLEAR,False,LOW,26.9607,-114.4861,2026-08-03T10:22:32Z,CR-USPS,0.5355209369130483,0.6075280829415816,2786,0.4641697050049718
EV-014126,LGS-2626-ROUTE,HUB-SEATTLE,HUB-SEATTLE,HUB-HOUSTON,2026-08-02T10:22:51Z,WAYPOINT_SCAN,8535,4800,8535,4800,14,30,CLEAR,False,LOW,50.7334,-89.9858,2026-08-03T22:22:51Z,CR-MAERSK,0.9098442161087172,2.8022161950145317,15,0.7316208153795161
EV-014127,LGS-2627-ROUTE,HUB-DETROIT,HUB-FRANKFURT,HUB-MEMPHIS,2026-08-02T10:23:31Z,WAYPOINT_SCAN,1952,2400,1952,2400,7,30,CLEAR,False,LOW,47.8186,-117.4656,2026-08-05T10:23:31Z,CR-DHL,0.18252126836813612,-1.46213794954752,9281,0.1952270467351674
EV-014128,LGS-2628-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SINGAPORE,2026-08-02T10:23:59Z,YARD_DEPARTURE,3374,3600,3374,3600,26,30,CLEAR,True,MODERATE,26.2241,-26.8261,2026-08-05T10:23:59Z,CR-UPS,0.3396309800022097,-0.5409908139608213,6963,0.5609214451441831
EV-014129,LGS-2629-ROUTE,HUB-MIAMI,HUB-ATLANTA,HUB-HOUSTON,2026-08-02T10:24:31Z,TRANSFER_ARRIVE,3215,2400,3215,2400,5,30,CLEAR,False,HEAVY,32.3282,-27.9935,2026-08-03T22:24:31Z,CR-MAERSK,0.32206386034692297,-0.6439882784884479,7283,0.2503811733510109
EV-014130,LGS-2630-ROUTE,HUB-MEMPHIS,HUB-MEMPHIS,HUB-HOUSTON,2026-08-02T10:25:00Z,YARD_DEPARTURE,7969,4800,7969,4800,1,30,CLEAR,False,LOW,42.0229,-85.8912,2026-08-05T10:25:00Z,CR-FEDEX,0.8473096895370678,2.4355711326080116,74,0.5083858137222407
EV-014131,LGS-2631-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-SINGAPORE,2026-08-02T10:25:34Z,WAYPOINT_SCAN,2721,2400,2721,2400,12,30,FOG,False,HEAVY,33.6767,-46.5918,2026-08-04T10:25:34Z,CR-UPS,0.2674842558833278,-0.9639929795994389,8268,0.3176334106728538
EV-014132,LGS-2632-ROUTE,HUB-ATLANTA,HUB-ATLANTA,HUB-SEATTLE,2026-08-02T10:26:05Z,HUB_INGEST,4863,4800,4863,4800,16,30,CLEAR,False,SEVERE_GRIDLOCK,32.6087,-67.0175,2026-08-05T10:26:05Z,CR-USPS,0.5041431885979449,0.4235577689425503,3393,0.5167716274444812
EV-014133,LGS-2633-ROUTE,HUB-HOUSTON,HUB-CHICAGO,HUB-MEMPHIS,2026-08-02T10:26:36Z,WAYPOINT_SCAN,4415,3600,4415,3600,6,30,CLEAR,False,MODERATE,41.0883,-104.1912,2026-08-04T10:26:36Z,CR-DHL,0.4546458954811623,0.13335107643703625,4469,0.3442161087172688
EV-014134,LGS-2634-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-NEWYORK,2026-08-02T10:26:51Z,YARD_DEPARTURE,3804,3600,3804,3600,20,30,CLEAR,False,LOW,30.2472,-34.357,2026-08-03T22:26:51Z,CR-FEDEX,0.3871395425919788,-0.2624442117791894,5962,0.5037122969837587
EV-014135,LGS-2635-ROUTE,HUB-LOSANGELES,HUB-LOSANGELES,HUB-FRANKFURT,2026-08-02T10:27:37Z,HUB_INGEST,3786,3600,3786,3600,10,30,CLEAR,False,HEAVY,42.5102,-20.5187,2026-08-03T10:27:37Z,CR-USPS,0.3851508120649652,-0.2741043021030717,6015,0.35966191581040774
EV-014136,LGS-2636-ROUTE,HUB-HOUSTON,HUB-CHICAGO,HUB-SEATTLE,2026-08-02T10:28:01Z,TRANSFER_ARRIVE,6554,4800,6554,4800,15,30,CLEAR,False,HEAVY,27.4113,-79.8211,2026-08-03T22:28:01Z,CR-DHL,0.6909733731079438,1.5189584765917117,660,0.6145840238647663
EV-014137,LGS-2637-ROUTE,HUB-HOUSTON,HUB-HOUSTON,HUB-SEATTLE,2026-08-02T10:28:38Z,YARD_DEPARTURE,3603,3600,3603,3600,15,30,FOG,True,HEAVY,33.7737,-55.9139,2026-08-05T10:28:38Z,CR-MAERSK,0.3649320517069937,-0.392648553729208,6442,0.41895923102419624
EV-014138,LGS-2638-ROUTE,HUB-SINGAPORE,HUB-MEMPHIS,HUB-LOSANGELES,2026-08-02T10:29:07Z,CUSTOMS_CLEARANCE,2578,2400,2578,2400,6,30,CLEAR,False,SEVERE_GRIDLOCK,28.1207,-100.4646,2026-08-04T10:29:07Z,CR-FEDEX,0.25168489669649763,-1.0566259193947256,8514,0.22243950944647
EV-014139,LGS-2639-ROUTE,HUB-FRANKFURT,HUB-SINGAPORE,HUB-MEMPHIS,2026-08-02T10:29:36Z,WAYPOINT_SCAN,5400,3600,5400,3600,23,30,CLEAR,False,LOW,33.0083,-116.8753,2026-08-03T10:29:36Z,CR-FEDEX,0.563473649320517,0.7714171302717044,2261,0.6523699038780244
EV-014140,LGS-2640-ROUTE,HUB-NEWYORK,HUB-NEWYORK,HUB-CHICAGO,2026-08-02T10:29:55Z,TRANSFER_ARRIVE,3686,4800,3686,4800,25,30,MODERATE,True,LOW,43.4356,-89.4535,2026-08-05T10:29:55Z,CR-MAERSK,0.3741023091371119,-0.33888258168019536,6254,0.56731852833941
EV-014141,LGS-2641-ROUTE,HUB-MIAMI,HUB-LOSANGELES,HUB-HOUSTON,2026-08-02T10:30:34Z,TRANSFER_ARRIVE,2583,2400,2583,2400,1,30,MODERATE,False,MODERATE,45.6251,-14.3744,2026-08-03T10:30:34Z,CR-UPS,0.25223732184289027,-1.0533870054158696,8496,0.15134239310573416
EV-014142,LGS-2642-ROUTE,HUB-NEWYORK,HUB-LOSANGELES,HUB-HOUSTON,2026-08-02T10:30:52Z,HUB_INGEST,1003,2400,1003,2400,6,30,MODERATE,False,MODERATE,28.915,-21.0264,2026-08-03T10:30:52Z,CR-MAERSK,0.07767097558280853,-2.0768838227344237,9818,0.11803115677825655
EV-014143,LGS-2643-ROUTE,HUB-CHICAGO,HUB-FRANKFURT,HUB-NEWYORK,2026-08-02T10:31:25Z,YARD_DEPARTURE,2401,2400,2401,2400,13,30,CLEAR,False,HEAVY,45.148,-93.1779,2026-08-05T10:31:25Z,CR-UPS,0.23212904651419733,-1.1712834742462346,8762,0.3107059993370898
EV-014144,LGS-2644-ROUTE,HUB-CHICAGO,HUB-CHICAGO,HUB-SINGAPORE,2026-08-02T10:31:52Z,WAYPOINT_SCAN,2579,2400,2579,2400,11,30,CLEAR,False,LOW,27.2757,-116.5374,2026-08-03T22:31:52Z,CR-MAERSK,0.25179538172577615,-1.0559781365989545,8512,0.29393437189260857
